entity_id,batch_id,batch_size,Timestamp,model,task,conditions,wall_time_batch,gpu,wall_time_task,output_file_name
7047c24d-8a58-46e7-9831-1902e7d8df97,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_7047c24d-8a58-46e7-9831-1902e7d8df97.pdb
1ea9b3ea-5249-4c28-9ec7-dcfd2062a674,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_1ea9b3ea-5249-4c28-9ec7-dcfd2062a674.pdb
7f5da11d-a390-44b1-ba84-7a796dc9d001,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_7f5da11d-a390-44b1-ba84-7a796dc9d001.pdb
ac2cb403-f207-40f1-a561-df9da9669e45,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_ac2cb403-f207-40f1-a561-df9da9669e45.pdb
7c4ff841-c0df-4a16-a1ac-230acebc2a55,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_7c4ff841-c0df-4a16-a1ac-230acebc2a55.pdb
52cb6ea3-2017-4eb1-abe9-99678c197005,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_52cb6ea3-2017-4eb1-abe9-99678c197005.pdb
46505d5b-2614-474c-8a9d-17f373bcfe91,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_46505d5b-2614-474c-8a9d-17f373bcfe91.pdb
9cc14b41-968e-4200-96e5-d2436494f1d8,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_9cc14b41-968e-4200-96e5-d2436494f1d8.pdb
550a7f76-4fc7-48cd-b26d-90e284dd7a50,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_550a7f76-4fc7-48cd-b26d-90e284dd7a50.pdb
cf969305-edbd-407b-9969-397db389d5df,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_cf969305-edbd-407b-9969-397db389d5df.pdb
7625bf63-5cfa-429e-898a-1d137bf3b669,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_7625bf63-5cfa-429e-898a-1d137bf3b669.pdb
f43c74d9-1e33-4ade-aace-95a9ccedc5ae,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_f43c74d9-1e33-4ade-aace-95a9ccedc5ae.pdb
7fd28156-a18e-4f8c-9aeb-a84cd75af163,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_7fd28156-a18e-4f8c-9aeb-a84cd75af163.pdb
1219be69-16ae-4969-9214-9c5470d615fb,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_1219be69-16ae-4969-9214-9c5470d615fb.pdb
3ac2a1bd-6edc-4203-8775-fc1aa5b42a64,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_3ac2a1bd-6edc-4203-8775-fc1aa5b42a64.pdb
06c094c4-a8a3-4279-bdc7-85bc62cfa76d,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_06c094c4-a8a3-4279-bdc7-85bc62cfa76d.pdb
c2fc01f5-5d6c-4eda-b098-c6093d5cf806,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_c2fc01f5-5d6c-4eda-b098-c6093d5cf806.pdb
4b7ba19f-630e-47bc-baa6-cf519dc2f308,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_4b7ba19f-630e-47bc-baa6-cf519dc2f308.pdb
b2067917-6ccf-42e4-af71-94fa4ef8e3eb,1f80ac6b-256c-4b9d-908f-0713b00a37b6,26,2024-02-16 00:07:43.695837,RFdiffusion_150it,backbone_pdb_generation,length = 150,4513.803040504456 Seconds,T4 GPU,173.60780925017136 Seconds (inferred),rfdiffusion_len150_b2067917-6ccf-42e4-af71-94fa4ef8e3eb.pdb
4cbe3842-cdd6-430b-8ea8-b3c73977d7ad,39d59e10-2568-47d3-9ed9-9afdd2a23ba3,3,2024-02-20 00:47:51.016790,RFdiffusion_150it,backbone_pdb_generation,length = 50,321.84937930107117 Seconds,T4 GPU,107.28312643369038 Seconds (inferred),rfdiffusion_len50_4cbe3842-cdd6-430b-8ea8-b3c73977d7ad.pdb
30f36b07-e19a-45ca-b595-3b2c7b847af0,39d59e10-2568-47d3-9ed9-9afdd2a23ba3,3,2024-02-20 00:47:51.016790,RFdiffusion_150it,backbone_pdb_generation,length = 50,321.84937930107117 Seconds,T4 GPU,107.28312643369038 Seconds (inferred),rfdiffusion_len50_30f36b07-e19a-45ca-b595-3b2c7b847af0.pdb
c84ccdc9-52ba-46fc-a7bb-15c756331555,39d59e10-2568-47d3-9ed9-9afdd2a23ba3,3,2024-02-20 00:47:51.016790,RFdiffusion_150it,backbone_pdb_generation,length = 50,321.84937930107117 Seconds,T4 GPU,107.28312643369038 Seconds (inferred),rfdiffusion_len50_c84ccdc9-52ba-46fc-a7bb-15c756331555.pdb
0f6a10d3-acf3-4e85-9e47-0f6f2ae4fd6f,8f0db784-6cc7-4e94-a670-d634ad946d51,2,2024-02-23 00:02:53.936086,RFdiffusion_150it,backbone_pdb_generation,length = 15,209.34654307365417 Seconds,T4 GPU,104.67327153682709 Seconds (inferred),rfdiffusion_len15_0f6a10d3-acf3-4e85-9e47-0f6f2ae4fd6f.pdb
e064fe7e-f0df-43e3-b800-a30fcb9d4cea,8f0db784-6cc7-4e94-a670-d634ad946d51,2,2024-02-23 00:02:53.936086,RFdiffusion_150it,backbone_pdb_generation,length = 15,209.34654307365417 Seconds,T4 GPU,104.67327153682709 Seconds (inferred),rfdiffusion_len15_e064fe7e-f0df-43e3-b800-a30fcb9d4cea.pdb
80e295b1-0645-40e9-9f5f-d7b62752deb7,f59e1ba3-3327-4e0e-ab96-eecb667ee00e,5,2024-02-23 00:06:23.429367,RFdiffusion_150it,backbone_pdb_generation,length = 16,493.17886447906494 Seconds,T4 GPU,98.63577289581299 Seconds (inferred),rfdiffusion_len16_80e295b1-0645-40e9-9f5f-d7b62752deb7.pdb
9ae09c78-a22e-4caa-86df-c6b04a798f87,f59e1ba3-3327-4e0e-ab96-eecb667ee00e,5,2024-02-23 00:06:23.429367,RFdiffusion_150it,backbone_pdb_generation,length = 16,493.17886447906494 Seconds,T4 GPU,98.63577289581299 Seconds (inferred),rfdiffusion_len16_9ae09c78-a22e-4caa-86df-c6b04a798f87.pdb
23a588f5-d39c-48fd-8f52-d7d78052883f,f59e1ba3-3327-4e0e-ab96-eecb667ee00e,5,2024-02-23 00:06:23.429367,RFdiffusion_150it,backbone_pdb_generation,length = 16,493.17886447906494 Seconds,T4 GPU,98.63577289581299 Seconds (inferred),rfdiffusion_len16_23a588f5-d39c-48fd-8f52-d7d78052883f.pdb
2ded3ad3-40d1-47eb-978c-e5cd862d598a,f59e1ba3-3327-4e0e-ab96-eecb667ee00e,5,2024-02-23 00:06:23.429367,RFdiffusion_150it,backbone_pdb_generation,length = 16,493.17886447906494 Seconds,T4 GPU,98.63577289581299 Seconds (inferred),rfdiffusion_len16_2ded3ad3-40d1-47eb-978c-e5cd862d598a.pdb
88b6487c-e565-473f-8b02-366af0d25e4d,f59e1ba3-3327-4e0e-ab96-eecb667ee00e,5,2024-02-23 00:06:23.429367,RFdiffusion_150it,backbone_pdb_generation,length = 16,493.17886447906494 Seconds,T4 GPU,98.63577289581299 Seconds (inferred),rfdiffusion_len16_88b6487c-e565-473f-8b02-366af0d25e4d.pdb
8ddd5b1b-06d0-4fa6-bc75-19e5c4357196,b5b9c5cb-0221-4e07-a510-d68168b77208,2,2024-02-23 00:14:36.764013,RFdiffusion_150it,backbone_pdb_generation,length = 17,205.6402702331543 Seconds,T4 GPU,102.82013511657715 Seconds (inferred),rfdiffusion_len17_8ddd5b1b-06d0-4fa6-bc75-19e5c4357196.pdb
249e7c16-65db-499e-9978-4f9e65ce1af3,b5b9c5cb-0221-4e07-a510-d68168b77208,2,2024-02-23 00:14:36.764013,RFdiffusion_150it,backbone_pdb_generation,length = 17,205.6402702331543 Seconds,T4 GPU,102.82013511657715 Seconds (inferred),rfdiffusion_len17_249e7c16-65db-499e-9978-4f9e65ce1af3.pdb
53f000bb-19be-49d0-8add-e00b36b377f6,f6a67557-5aa4-45b0-88eb-ba1487177f05,3,2024-02-23 00:18:02.519999,RFdiffusion_150it,backbone_pdb_generation,length = 18,303.8652892112732 Seconds,T4 GPU,101.28842973709106 Seconds (inferred),rfdiffusion_len18_53f000bb-19be-49d0-8add-e00b36b377f6.pdb
ed539e29-e282-437a-8fbd-2d031a2794d2,f6a67557-5aa4-45b0-88eb-ba1487177f05,3,2024-02-23 00:18:02.519999,RFdiffusion_150it,backbone_pdb_generation,length = 18,303.8652892112732 Seconds,T4 GPU,101.28842973709106 Seconds (inferred),rfdiffusion_len18_ed539e29-e282-437a-8fbd-2d031a2794d2.pdb
8fb3a7e9-6d97-4952-811d-8c8ef8aec97f,f6a67557-5aa4-45b0-88eb-ba1487177f05,3,2024-02-23 00:18:02.519999,RFdiffusion_150it,backbone_pdb_generation,length = 18,303.8652892112732 Seconds,T4 GPU,101.28842973709106 Seconds (inferred),rfdiffusion_len18_8fb3a7e9-6d97-4952-811d-8c8ef8aec97f.pdb
70463d44-dacc-4ab8-816c-2c18a1541bb4,8b634284-ebc9-4efd-8192-10f2863fbf97,2,2024-02-23 00:23:06.501405,RFdiffusion_150it,backbone_pdb_generation,length = 19,207.16925501823425 Seconds,T4 GPU,103.58462750911713 Seconds (inferred),rfdiffusion_len19_70463d44-dacc-4ab8-816c-2c18a1541bb4.pdb
14f40819-f1d9-4807-b28b-25a3b222c716,8b634284-ebc9-4efd-8192-10f2863fbf97,2,2024-02-23 00:23:06.501405,RFdiffusion_150it,backbone_pdb_generation,length = 19,207.16925501823425 Seconds,T4 GPU,103.58462750911713 Seconds (inferred),rfdiffusion_len19_14f40819-f1d9-4807-b28b-25a3b222c716.pdb
0935eeb7-b7f7-44e7-813a-70473d256491,34b70f89-1a1b-4f35-b65e-fb98474f6135,5,2024-02-23 00:26:33.786011,RFdiffusion_150it,backbone_pdb_generation,length = 20,494.5243146419525 Seconds,T4 GPU,98.9048629283905 Seconds (inferred),rfdiffusion_len20_0935eeb7-b7f7-44e7-813a-70473d256491.pdb
935a351b-c434-4b8e-9865-7b117cb037ef,34b70f89-1a1b-4f35-b65e-fb98474f6135,5,2024-02-23 00:26:33.786011,RFdiffusion_150it,backbone_pdb_generation,length = 20,494.5243146419525 Seconds,T4 GPU,98.9048629283905 Seconds (inferred),rfdiffusion_len20_935a351b-c434-4b8e-9865-7b117cb037ef.pdb
a2acb2ea-f006-4d68-83c9-494aa33e3dfb,34b70f89-1a1b-4f35-b65e-fb98474f6135,5,2024-02-23 00:26:33.786011,RFdiffusion_150it,backbone_pdb_generation,length = 20,494.5243146419525 Seconds,T4 GPU,98.9048629283905 Seconds (inferred),rfdiffusion_len20_a2acb2ea-f006-4d68-83c9-494aa33e3dfb.pdb
13b67f3c-cfc2-4782-b590-8420c718c397,34b70f89-1a1b-4f35-b65e-fb98474f6135,5,2024-02-23 00:26:33.786011,RFdiffusion_150it,backbone_pdb_generation,length = 20,494.5243146419525 Seconds,T4 GPU,98.9048629283905 Seconds (inferred),rfdiffusion_len20_13b67f3c-cfc2-4782-b590-8420c718c397.pdb
fcd47b30-a4f6-43dd-8b41-a8685b08b60c,34b70f89-1a1b-4f35-b65e-fb98474f6135,5,2024-02-23 00:26:33.786011,RFdiffusion_150it,backbone_pdb_generation,length = 20,494.5243146419525 Seconds,T4 GPU,98.9048629283905 Seconds (inferred),rfdiffusion_len20_fcd47b30-a4f6-43dd-8b41-a8685b08b60c.pdb
23ec0b48-22b9-4396-b073-a52427632721,a86bc1c4-7d6d-48b1-8e00-77dffb9a9f83,5,2024-02-23 00:34:48.429989,RFdiffusion_150it,backbone_pdb_generation,length = 21,490.9400987625122 Seconds,T4 GPU,98.18801975250244 Seconds (inferred),rfdiffusion_len21_23ec0b48-22b9-4396-b073-a52427632721.pdb
03a94729-6564-42d2-87fe-cecca1bbf64e,a86bc1c4-7d6d-48b1-8e00-77dffb9a9f83,5,2024-02-23 00:34:48.429989,RFdiffusion_150it,backbone_pdb_generation,length = 21,490.9400987625122 Seconds,T4 GPU,98.18801975250244 Seconds (inferred),rfdiffusion_len21_03a94729-6564-42d2-87fe-cecca1bbf64e.pdb
1f385d8f-d7a8-423b-b6b7-4c0a1d9c65e7,a86bc1c4-7d6d-48b1-8e00-77dffb9a9f83,5,2024-02-23 00:34:48.429989,RFdiffusion_150it,backbone_pdb_generation,length = 21,490.9400987625122 Seconds,T4 GPU,98.18801975250244 Seconds (inferred),rfdiffusion_len21_1f385d8f-d7a8-423b-b6b7-4c0a1d9c65e7.pdb
594ccc24-b203-48b5-9f7c-a755f5ee860c,a86bc1c4-7d6d-48b1-8e00-77dffb9a9f83,5,2024-02-23 00:34:48.429989,RFdiffusion_150it,backbone_pdb_generation,length = 21,490.9400987625122 Seconds,T4 GPU,98.18801975250244 Seconds (inferred),rfdiffusion_len21_594ccc24-b203-48b5-9f7c-a755f5ee860c.pdb
1eddc407-e1a6-4015-b883-61e6d95dced9,a86bc1c4-7d6d-48b1-8e00-77dffb9a9f83,5,2024-02-23 00:34:48.429989,RFdiffusion_150it,backbone_pdb_generation,length = 21,490.9400987625122 Seconds,T4 GPU,98.18801975250244 Seconds (inferred),rfdiffusion_len21_1eddc407-e1a6-4015-b883-61e6d95dced9.pdb
61e7a4b9-a602-4647-b114-fd5c23611d6b,0bb1fa8f-925c-4ca4-a542-a6a9fe382921,4,2024-02-23 00:42:59.490463,RFdiffusion_150it,backbone_pdb_generation,length = 22,399.66546726226807 Seconds,T4 GPU,99.91636681556702 Seconds (inferred),rfdiffusion_len22_61e7a4b9-a602-4647-b114-fd5c23611d6b.pdb
2b42b4e9-c8d0-46b1-98d9-a64cf8b68fce,0bb1fa8f-925c-4ca4-a542-a6a9fe382921,4,2024-02-23 00:42:59.490463,RFdiffusion_150it,backbone_pdb_generation,length = 22,399.66546726226807 Seconds,T4 GPU,99.91636681556702 Seconds (inferred),rfdiffusion_len22_2b42b4e9-c8d0-46b1-98d9-a64cf8b68fce.pdb
742a6b79-50b2-42a2-bfa8-45cd814629ef,0bb1fa8f-925c-4ca4-a542-a6a9fe382921,4,2024-02-23 00:42:59.490463,RFdiffusion_150it,backbone_pdb_generation,length = 22,399.66546726226807 Seconds,T4 GPU,99.91636681556702 Seconds (inferred),rfdiffusion_len22_742a6b79-50b2-42a2-bfa8-45cd814629ef.pdb
bc377558-58d3-45cb-896c-8ae34341697b,0bb1fa8f-925c-4ca4-a542-a6a9fe382921,4,2024-02-23 00:42:59.490463,RFdiffusion_150it,backbone_pdb_generation,length = 22,399.66546726226807 Seconds,T4 GPU,99.91636681556702 Seconds (inferred),rfdiffusion_len22_bc377558-58d3-45cb-896c-8ae34341697b.pdb
6128614e-fc67-4bb9-899a-b709f72396c0,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_6128614e-fc67-4bb9-899a-b709f72396c0.pdb
1d27d701-ba65-4889-ac82-edd4361e0b4c,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_1d27d701-ba65-4889-ac82-edd4361e0b4c.pdb
2a692800-9c48-46cc-86ae-1d66e0587d70,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_2a692800-9c48-46cc-86ae-1d66e0587d70.pdb
bf030c31-4459-45cf-8b0d-1f2541a18de0,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_bf030c31-4459-45cf-8b0d-1f2541a18de0.pdb
46f4d747-a2d0-4a59-bd6e-a1179d04ffc1,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_46f4d747-a2d0-4a59-bd6e-a1179d04ffc1.pdb
7773a0e7-21b1-4d14-8862-9c445b0ae05a,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_7773a0e7-21b1-4d14-8862-9c445b0ae05a.pdb
5f9691b9-9bb9-4463-be5c-b5a6207d3b99,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_5f9691b9-9bb9-4463-be5c-b5a6207d3b99.pdb
ecd1bfbc-3526-4738-b0ac-f8128c90b5b7,fc176364-4acb-4666-975d-88bad733f206,8,2024-02-23 00:49:39.274683,RFdiffusion_150it,backbone_pdb_generation,length = 23,787.4604787826538 Seconds,T4 GPU,98.43255984783173 Seconds (inferred),rfdiffusion_len23_ecd1bfbc-3526-4738-b0ac-f8128c90b5b7.pdb
6963b089-8179-4632-a885-964d71743838,f50f906a-9b80-41b4-851b-32918ccb6976,3,2024-02-23 01:02:46.957021,RFdiffusion_150it,backbone_pdb_generation,length = 24,305.7744953632355 Seconds,T4 GPU,101.92483178774516 Seconds (inferred),rfdiffusion_len24_6963b089-8179-4632-a885-964d71743838.pdb
fa57625a-4365-4c58-98db-4f41af124809,f50f906a-9b80-41b4-851b-32918ccb6976,3,2024-02-23 01:02:46.957021,RFdiffusion_150it,backbone_pdb_generation,length = 24,305.7744953632355 Seconds,T4 GPU,101.92483178774516 Seconds (inferred),rfdiffusion_len24_fa57625a-4365-4c58-98db-4f41af124809.pdb
46d3c7e7-3276-468a-a4f3-9675cb822810,f50f906a-9b80-41b4-851b-32918ccb6976,3,2024-02-23 01:02:46.957021,RFdiffusion_150it,backbone_pdb_generation,length = 24,305.7744953632355 Seconds,T4 GPU,101.92483178774516 Seconds (inferred),rfdiffusion_len24_46d3c7e7-3276-468a-a4f3-9675cb822810.pdb
c9f69871-f2a6-46f7-b4f2-e315c734ab97,3e33d1f2-d1a0-48b4-b8b2-816659781e69,4,2024-02-23 01:07:52.851192,RFdiffusion_150it,backbone_pdb_generation,length = 25,398.36683917045593 Seconds,T4 GPU,99.59170979261398 Seconds (inferred),rfdiffusion_len25_c9f69871-f2a6-46f7-b4f2-e315c734ab97.pdb
5ab30177-60ed-4edc-9fad-89775160102f,3e33d1f2-d1a0-48b4-b8b2-816659781e69,4,2024-02-23 01:07:52.851192,RFdiffusion_150it,backbone_pdb_generation,length = 25,398.36683917045593 Seconds,T4 GPU,99.59170979261398 Seconds (inferred),rfdiffusion_len25_5ab30177-60ed-4edc-9fad-89775160102f.pdb
3dd3e3de-3301-45e6-93ed-86fb5009d1b9,3e33d1f2-d1a0-48b4-b8b2-816659781e69,4,2024-02-23 01:07:52.851192,RFdiffusion_150it,backbone_pdb_generation,length = 25,398.36683917045593 Seconds,T4 GPU,99.59170979261398 Seconds (inferred),rfdiffusion_len25_3dd3e3de-3301-45e6-93ed-86fb5009d1b9.pdb
